tenure month,loan fee,loan,mobile transactions,mobile transactions value,mobile services,app users,TOTAL_INFLOW,SALARY_STATUS,TOTAL_OUTFLOW,age,gender,is_default
2,4.7,1046.1808,2,23000,2,0,425956,0,680383,58,M,Y
21,9.6,11400,5,52000,3,0,150000,0,153800,29,F,Y
5,4.7,11748,6,141000,3,0,161140,1,160590,24,M,Y
14,7.8,14153.37,8,30000,3,0,33167,0,50486,59,M,Y
5,4.7,21360,34,1518500,7,1,2072199,1,1799689,32,M,Y
2,4.7,3777.1742,0,0,0,0,110000,0,2270,26,F,N
2,4.7,4199.0129,0,0,0,0,110000,0,2270,26,F,N
2,4.7,4733.4935,36,484000,5,0,626533,1,664700,31,F,Y
28,10.9,11580,0,0,0,0,170913,1,174531,36,M,N
28,10.9,90439.8,91,951500,4,1,3135275,0,2323875,26,M,Y
2,4.7,1528.2119,24,114009,2,0,25126740,0,19152523,27,M,Y
28,10.9,57900,4,30000,2,0,815320,0,769550,23,F,N
2,4.7,1184.145,7,62100,3,0,503329,0,502172,40,M,N
2,4.7,1232.9953,21,29000,2,1,100000,0,330950,22,M,N
14,7.8,12254,20,259500,3,0,3011400,0,3238000,35,F,Y
1,2.7,4576,15,959500,5,0,1101203,1,1113344,36,M,Y
28,10.9,71796,5,2500,2,0,107900,0,77000,24,M,N
28,10.9,71796,2,35000,1,0,1657900,1,975474,30,M,N
28,10.9,11580,1,7000,1,0,11580,0,11580,19,M,Y
21,9.6,12540,11,197000,4,0,210500,1,210253,53,M,Y
28,10.9,57900,17,977500,3,0,1639558,1,1801311,43,F,N
20,9.6,89062.5,20,153500,7,0,715854,1,736600,35,M,Y
28,10.9,113085.648,9,125000,4,0,609477,1,735907,31,F,Y
28,10.9,52110,25,342000,6,1,1565610,1,1455907,38,M,Y
28,10.9,11580,5,150000,1,0,0,0,201400,25,M,N
14,7.8,12254,27,169100,7,1,1081140,0,910690,38,M,N
28,10.9,9264,23,32000,4,1,1694665,1,1710639,24,M,N
2,4.7,10500.4585,12,306016.94,4,1,379000,0,409000,39,M,N
28,10.9,113020.8,19,529000,4,1,1622769,1,1400117,30,M,N
21,9.6,11400,6,259000,2,0,300000,0,275300,57,M,N
21,9.6,57000,67,809999,3,1,1222528,1,1525022,33,M,Y
2,4.7,8887.7358,20,1159000,3,0,2775459,1,2471740,37,M,N
28,10.9,46320,33,109785,4,0,3163660,1,3274335,31,M,N
21,9.6,111327.84,64,282100,8,0,2078786,0,2670992,33,M,Y
21,9.6,111327.84,64,282100,8,0,2078786,0,2670992,33,M,Y
28,10.9,34740,1,0,1,0,115900,0,231300,21,M,Y
1,2.7,62400,1,0,1,0,115900,0,231300,21,M,Y
2,4.7,1870.4525,13,57000,3,1,1249404,1,1258703,34,M,N
2,4.7,5953.6301,7,556000,4,0,987425,1,624343,29,F,Y
28,10.9,10190.4,9,248000,4,0,178738,0,382418,41,M,Y
2,4.7,3869.6524,11,8279.66,3,0,733994,1,735495,24,M,N
21,9.6,26220,0,0,0,0,22800,0,20890,43,M,Y
28,10.9,141276,16,0,1,0,460100,0,880141,36,M,N
21,9.6,79800,4,0,1,0,418400,0,464700,44,F,Y
21,9.6,45600,52,150000,2,1,776507,1,719911,34,M,N
28,10.9,14011.8,15,212500,4,0,255116,0,298082,23,M,Y
21,9.6,11400,6,0,1,0,196400,1,196265,44,M,Y
21,9.6,33060,12,410500,3,0,1033783,1,1035877,40,M,N
28,10.9,57900,16,24400,4,1,480000,0,585950,23,M,N
28,10.9,9264,1,1000,1,0,305000,1,316060,32,M,Y
28,10.9,11580,3,10000,2,0,214780,1,196260,22,M,N
28,10.9,57900,0,0,0,0,105000,0,462490,38,M,N
7,6.6,107030.976,49,127500,5,0,1418125,0,1419200,40,M,Y
21,9.6,29640,4,30000,2,0,811844,1,820040,56,M,N
21,9.6,11400,0,0,0,0,570000,0,568900,51,M,Y
7,6.6,12056,6,12500,4,0,408344,1,406370,32,M,N
21,9.6,29640,9,12000,2,0,666043,1,668220,30,F,Y
21,9.6,57000,12,9500,4,0,0,0,26708,32,M,N
2,4.7,1356.1037,19,29000,3,1,1365685,1,1319419,27,M,N
28,10.9,12738,13,10000,2,0,1231139,1,1233530,39,M,N
14,7.8,8912,6,6000,4,0,306140,0,427317,40,M,N
21,9.6,12540,3,23500,2,0,215580,0,231279,37,M,Y
7,6.6,23016,3,0,1,0,206490,0,197895,44,M,Y
1,2.7,21840,3,0,1,0,206490,0,197895,44,M,N
1,2.7,21840,3,0,1,0,206490,0,197895,44,M,N
1,2.7,21840,3,0,1,0,206490,0,197895,44,M,Y
1,2.7,16640,3,0,1,0,206490,0,197895,44,M,Y
1,2.7,18720,3,0,1,0,206490,0,197895,44,M,N
21,9.6,71250,14,8515000,4,0,8400300,0,8810263,46,M,N
14,7.8,13368,6,8000,2,0,34579,0,49674,25,M,N
28,10.9,72375,10,0,1,0,9213000,0,8858017,43,M,N
21,9.6,22800,0,0,0,0,377300,1,375080,37,M,N
21,9.6,70680,7,4700,2,0,5501000,0,3035000,54,M,N
28,10.9,57900,13,21500,4,0,1181099,1,821058,36,M,N
21,9.6,79800,1,0,1,0,947941,0,838064,56,M,Y
21,9.6,12540,1,0,1,0,0,0,188270,29,M,N
14,7.8,69068,73,406400,8,1,651400,0,920320,32,M,N
14,7.8,66840,34,353000,4,0,2136154,1,2240685,37,M,Y
2,4.7,7181.232,1,105000,1,0,200000,0,280375,33,M,Y
21,9.6,11400,0,0,0,0,0,0,0,44,M,N
28,10.9,30629.1,7,3500,3,1,26634,0,30284,23,M,N
28,10.9,176696.904,11,112000,5,0,1582776,0,1460169,33,M,Y
28,10.9,12738,4,35500,2,0,826000,1,825098,32,M,Y
7,6.6,10960,0,0,0,0,0,0,0,31,M,Y
2,4.7,12131.679,1,0,1,0,2750000,0,2999700,27,M,Y
21,9.6,12138.72,16,40000,2,0,1830407,0,1809298,41,M,N
7,6.6,9864,2,8000,2,0,18268,0,19336,43,F,Y
5,4.7,10680,0,0,0,0,90000,1,89886,45,M,Y
21,9.6,29640,14,273000,4,0,607520,1,378470,26,M,Y
28,10.9,90468.75,3,57000,2,0,127243,0,127037,41,M,Y
28,10.9,12738,7,2500,2,0,32941,0,14630,20,M,Y
14,7.8,55700,1,0,1,0,55700,0,572500,35,M,Y
14,7.8,14482,39,318500,4,0,996424,0,862458,32,M,N
14,7.8,33420,3,50000,2,0,327600,0,484550,23,F,N
1,2.7,32240,1,3000,1,0,0,0,48730,36,F,Y
1,2.7,26000,1,3000,1,0,0,0,48730,36,F,Y
14,7.8,12254,1,8000,1,0,11400,0,21000,27,F,Y
2,4.7,1622.2813,7,82500,1,0,164139,1,128650,26,M,Y
2,4.7,9773.0224,4,289000,2,0,300000,0,300000,44,M,N
21,9.6,70680,26,856000,5,0,843766,0,994071,27,M,Y
21,9.6,34200,8,45000,2,0,111685,0,109935,49,M,N
14,7.8,66840,1,0,1,0,1369140,1,1259260,29,F,N
28,10.9,11580,0,0,0,0,387245,1,383300,34,M,Y
21,9.6,71250,24,930000,3,0,651800,0,995958,44,M,N
21,9.6,26220,66,139100,6,1,701176,1,777164,29,M,Y
21,9.6,62700,61,6661500,5,0,6537000,0,6688622,58,M,N
21,9.6,11400,1,0,1,0,21400,0,21550,40,M,Y
21,9.6,88920,2,1000,2,0,205250,0,203501,44,F,N
14,7.8,69068,36,268200,3,0,55700,0,619450,32,M,N
28,10.9,46320,13,76500,5,1,640300,0,588030,34,M,Y
28,10.9,57900,1,0,1,0,776320,0,359646,26,M,N
14,7.8,133680,33,436000,5,0,8914080,0,6353744,46,M,Y
14,7.8,13368,21,250000,3,0,471214,0,755086,38,M,Y
14,7.8,11140,3,222000,2,0,322869,1,322870,33,F,N
28,10.9,23160,0,0,0,0,0,0,0,27,M,N
28,10.9,57900,28,320000,6,1,782000,0,739247,39,M,N
28,10.9,57900,0,0,0,0,51750,0,404300,24,M,N
5,4.7,13884,1,0,1,0,114974,0,114448,25,M,N
5,4.7,12816,1,0,1,0,114974,0,114448,25,M,Y
5,4.7,8544,7,7000,2,0,20380,0,20191,37,F,Y
21,9.6,12540,22,1616800,5,0,2090975,1,2362234,24,M,N
21,9.6,71250,2,45000,2,0,57900,0,57300,39,M,N
7,6.6,38338.08,10,0,1,0,1843353,0,1801626,50,M,Y
7,6.6,9644.8,5,47000,3,0,25056,0,66135,55,M,N
21,9.6,68400,15,62000,3,0,990000,0,1130451,33,M,Y
21,9.6,28500,13,1714500,3,0,1155000,0,1752739,37,F,Y
14,7.8,12254,1,0,1,0,1831960,0,1720346,36,M,N
2,4.7,8893.5671,16,1643000,4,1,2094074,1,1902440,29,M,N
2,4.7,3259.5467,5,57000,3,1,300636,0,61021,26,M,Y
2,4.7,2725.5467,5,57000,3,1,300636,0,61021,26,M,Y
28,10.9,13896,4,1500,2,0,376580,0,375402,33,M,N
21,9.6,12540,2,8000,2,0,11400,0,11400,30,M,Y
21,9.6,6840,24,58000,4,1,365000,0,404356,23,M,Y
28,10.9,18528,2,0,1,0,1500745,1,797409,40,M,Y
2,4.7,6496.644,50,923500,4,0,5626400,0,3648877,34,M,Y
28,10.9,46320,0,0,0,0,300000,1,300927,33,M,Y
28,10.9,46320,13,359000,5,0,444330,1,448079,26,F,Y
21,9.6,71250,26,1035000,4,0,6157000,0,7131250,48,M,Y
2,4.7,2993.7856,13,224500,4,0,2108885,0,2197956,38,M,N
7,6.6,13261.6,36,746000,6,1,4953960,0,4962839,34,M,N
7,6.6,12056,36,746000,6,1,4953960,0,4962839,34,M,Y
2,4.7,1389.8845,11,120000,2,0,540867,1,436011,27,M,N
21,9.6,39900,11,9700,3,1,1068000,0,1052839,23,M,N
21,9.6,20976,4,4000,2,0,4503240,0,4500915,40,M,N
21,9.6,71250,0,0,0,0,54720,0,54720,27,M,Y
14,7.8,69068,8,2880000,3,0,4368390,1,4166698,25,F,Y
21,9.6,26220,4,17000,2,0,1227661,1,1185945,41,M,Y
21,9.6,11400,0,0,0,0,0,0,0,27,F,N
21,9.6,11400,1,0,1,1,0,0,0,27,M,Y
21,9.6,18240,19,144050,4,1,250492,1,250735,33,M,N
21,9.6,22800,1,0,1,0,1738525,1,2195480,28,M,Y
21,9.6,57000,20,531100,6,0,2018675,1,2596560,30,M,N
1,2.7,26000,9,151000,4,0,358400,0,355129,58,M,N
21,9.6,57000,9,151000,4,0,358400,0,355129,58,M,N
14,7.8,13479.4,5,22300,2,0,34196,0,33491,28,M,Y
28,10.9,57900,7,200000,2,1,255000,0,254621,20,M,N
21,9.6,11400,0,0,0,0,0,0,0,35,M,Y
21,9.6,4560,5,2500,2,1,397678,1,400300,27,M,N
21,9.6,5700,5,2500,2,1,397678,1,400300,27,M,N
2,4.7,10989.72,1,40000,1,0,0,0,44000,25,F,Y
2,4.7,323.2195,7,35500,4,0,229665,1,229350,42,F,Y
21,9.6,39786,8,20000,2,0,223450,0,437671,25,M,Y
28,10.9,11580,10,190750,4,1,1428288,1,1028288,28,M,N
5,4.7,42720,4,0,1,0,1255848,1,912574,44,M,N
7,6.6,10960,19,911800,5,1,2992500,0,2995451,25,M,N
21,9.6,57000,17,1904000,4,0,1898610,1,2620800,30,M,Y
21,9.6,34200,6,6000,2,0,57900,0,454615,26,M,N
21,9.6,20520,4,1500,3,0,900408,1,897402,28,F,Y
21,9.6,6270,9,292500,2,0,312790,1,310066,39,M,Y
28,10.9,12738,12,226655.6,5,0,2937562,1,2971372,31,M,Y
2,4.7,52943.964,10,425500,3,0,550000,0,457600,28,M,N
7,6.6,54800,0,0,0,0,39600000,0,40047933,25,M,N
21,9.6,39877.2,12,8000,3,0,716050,1,729766,46,M,Y
14,7.8,33420,8,4000,2,0,211579,1,213183,28,M,Y
21,9.6,114000,29,2820000,3,0,3201760,0,3215500,42,M,N
28,10.9,57900,10,0,1,1,0,0,0,32,M,N
28,10.9,11580,14,400000,2,1,539260,1,864308,29,M,Y
28,10.9,9264,11,205000,5,0,1069254,1,1063715,44,M,N
21,9.6,45600,6,30000,2,0,728950,1,613876,40,F,N
7,6.6,68500,5,90000,2,0,117000,0,114400,37,M,Y
7,6.6,13261.6,5,52000,3,0,60960,1,60961,35,M,Y
1,2.7,11440,5,52000,3,0,60960,1,60961,35,M,N
21,9.6,12540,3,10000,2,0,253746,1,217809,20,M,N
14,7.8,66840,16,192000,2,0,1562252,1,423181,27,M,Y
28,10.9,57900,16,2644000,5,0,3347520,1,2820432,32,M,N
28,10.9,34740,32,556500,4,1,759942,1,1479618,24,M,Y
21,9.6,57000,10,209800,4,1,1008696,1,1120480,34,M,Y
14,7.8,87031.25,14,2464500,3,0,8971068,0,10435307,52,M,Y
21,9.6,88920,4,0,1,0,2237320,0,2320420,49,M,N
28,10.9,72375,33,628000,4,1,662530,1,903150,33,M,Y
28,10.9,12738,3,178000,2,0,211400,0,188700,54,M,N
21,9.6,68400,4,16500,3,0,283164,1,281443,29,F,N
14,7.8,11140,1,90000,1,0,100822,1,97644,28,M,Y
2,4.7,28.3234,16,45000,5,0,1394298,1,1708112,28,M,N
21,9.6,68400,16,336000,4,0,902437,1,897920,38,M,N
28,10.9,72375,22,736500,5,1,1947900,0,2138720,40,M,N
2,4.7,26173.8391,0,0,0,0,11020000,0,10038660,30,M,Y
21,9.6,11400,0,0,0,0,335592,1,432700,31,M,Y
28,10.9,66006,2,0,1,0,92724,0,95840,38,M,Y
14,7.8,69068,2,0,1,1,114000,0,115050,34,M,Y
2,4.7,1174.8,14,21500,4,0,383619,1,240050,42,M,N
2,4.7,1420.9099,14,21500,4,0,383619,1,240050,42,M,Y
2,4.7,2558.3192,14,21500,4,0,383619,1,240050,42,M,N
7,6.6,131520,23,412000,3,0,2064948,0,1635372,57,M,Y
21,9.6,173280,43,1336271.19,7,1,2365276,1,2367277,42,M,Y
7,6.6,10960,19,574000,4,0,1571685,1,1579130,28,M,N
7,6.6,10192.8,19,574000,4,0,1571685,1,1579130,28,M,Y
14,7.8,9469,19,574000,4,0,1571685,1,1579130,28,M,Y
21,9.6,11400,3,18000,1,0,260460,1,238193,29,M,N
21,9.6,12540,4,8000,2,0,18400,0,18600,38,M,N
28,10.9,71796,1,3000,1,0,1367900,0,597650,31,M,N
2,4.7,3150.6,6,2000,2,0,1477000,0,3374083,32,M,N
2,4.7,3149.5427,6,2000,2,0,1477000,0,3374083,32,M,N
28,10.9,12738,3,7500,2,0,23160,0,13162,33,M,N
20,9.6,68400,2,0,1,0,684800,0,496500,37,M,Y
28,10.9,46320,11,382000,4,0,0,0,487000,22,F,N
28,10.9,1158,11,382000,4,0,0,0,487000,22,F,Y
21,9.6,14687.76,11,17000,2,0,1100412,0,1118587,42,F,N
7,6.6,14120.864,11,17000,2,0,1100412,0,1118587,42,F,Y
5,4.7,13760.112,11,17000,2,0,1100412,0,1118587,42,F,Y
1,2.7,13399.36,11,17000,2,0,1100412,0,1118587,42,F,N
2,4.7,499.8026,3,5000,2,0,871548,0,871017,31,M,N
28,10.9,11580,0,0,0,0,0,0,0,35,F,Y
28,10.9,69480,16,700000,3,1,2233400,0,1123993,31,M,N
2,4.7,1664.0508,7,19500,3,0,237685,0,458044,30,M,N
14,7.8,9803.2,8,222000,3,0,1522453,1,1533196,28,M,Y
21,9.6,12540,3,8000,2,0,22900,0,32400,37,M,Y
21,9.6,70680,13,108750,5,0,1350717,1,1346050,53,M,N
21,9.6,45600,14,2900,3,1,428216,0,427571,25,M,Y
28,10.9,11580,1,170000,1,0,179000,0,177100,26,F,Y
2,4.7,6905.122,13,259500,3,0,550211,1,549746,32,M,Y
28,10.9,8106,2,19000,1,0,441580,1,347295,28,M,N
2,4.7,3529.3769,2,19000,1,0,441580,1,347295,28,M,N
2,4.7,147.918,2,101000,2,0,232514,1,211075,32,F,Y
21,9.6,12540,3,10000,2,0,70680,0,27280,41,M,N
14,7.8,17940.97,9,300000,2,0,3326047,0,3407656,26,M,N
14,7.8,14482,13,2570000,3,0,2693161,1,2705000,50,M,N
28,10.9,26634,4,54500,3,0,352800,1,203710,27,M,N
14,7.8,11140,25,1426000,3,0,2421240,1,1995100,28,M,N
14,7.8,12254,5,50000,2,0,563400,1,169600,51,M,N
21,9.6,70680,9,65000,2,1,641480,1,1016950,33,M,Y
21,9.6,34200,24,2068000,5,0,3936149,1,3754719,33,M,Y
28,10.9,12738,1,3000,1,0,46400,0,39869,49,M,Y
14,7.8,66840,28,110768.8,8,0,1294594,1,1217269,48,M,N
7,6.6,17536,3,17000,2,0,2189708,1,2174868,49,M,Y
2,4.7,13076.4745,29,1966000,3,1,11602981,0,12929745,25,M,Y
2,4.7,5286.6,29,1966000,3,1,11602981,0,12929745,25,M,Y
2,4.7,29479.9399,29,1966000,3,1,11602981,0,12929745,25,M,Y
28,10.9,15412.98,6,410500,3,0,551862,1,549609,27,M,Y
2,4.7,50337.4032,2,450000,2,0,4170007,0,5073516,25,F,Y
28,10.9,9264,39,272500,6,1,601286,1,602705,36,M,Y
7,6.6,10960,1,6000,1,0,550000,1,802940,33,M,N
21,9.6,57000,0,0,0,0,0,0,0,30,M,Y
21,9.6,26220,2,15000,2,0,22800,0,22801,43,M,N
28,10.9,72375,4,40000,3,0,80900,0,80900,30,M,N
28,10.9,29297.4,6,65000,2,0,300455,1,388241,29,F,N
2,4.7,9103.6213,10,118500,4,0,808220,0,1015793,32,M,N
21,9.6,110580,6,13000,2,0,1334691,1,1136090,29,M,Y
28,10.9,69480,15,449000,2,0,307900,0,557000,28,F,Y
21,9.6,22800,25,365000,4,0,680700,0,611553,27,F,Y
28,10.9,14011.8,2,0,1,0,612738,0,332876,43,F,N
7,6.6,12056,4,25000,2,0,291580,0,289084,27,F,Y
14,7.8,27070.2,27,431000,4,0,1558556,1,1770095,31,M,Y
21,9.6,57000,0,0,0,0,11421973,1,11457450,36,M,N
14,7.8,22280,25,114000,5,0,175160,1,169920,44,F,N
28,10.9,23160,4,82000,2,0,160000,0,159980,37,M,N
28,10.9,26634,9,140000,2,0,45800,0,384100,25,M,N
28,10.9,57900,15,20000,6,1,2920000,0,254300,28,M,N
7,6.6,12056,7,29000,3,0,60680,0,37530,60,M,Y
1,4.7,1126.5371,9,0,1,0,271155,0,184421,38,F,Y
28,10.9,28950,47,347800,7,0,1067800,0,875620,45,M,N
2,4.7,3947.4134,14,48500,4,0,406853,1,1019711,28,M,N
28,10.9,72375,44,210000,2,1,207900,0,207800,28,M,Y
2,4.7,1985.9567,14,54000,3,1,551307,1,556750,36,M,Y
2,4.7,5767.2,29,2231000,5,1,8810256,0,6796617,34,F,Y
2,4.7,9674.4246,29,2231000,5,1,8810256,0,6796617,34,F,N
28,10.9,26634,4,32500,2,0,1196160,0,1355310,22,M,N
14,7.8,11140,24,92000,2,1,212000,0,477390,23,M,N
21,9.6,68400,34,6112000,5,0,40594403,0,44930761,34,M,Y
7,6.6,5480,45,882000,6,1,1013368,0,1039692,54,M,N
2,4.7,8176.7575,45,882000,6,1,1013368,0,1039692,54,M,Y
7,6.6,14248,45,882000,6,1,1013368,0,1039692,54,M,N
2,4.7,10547.1515,17,63000,2,0,2454420,0,2478800,27,M,N
21,9.6,30324,108,2454500,7,1,4442780,1,3743845,28,M,Y
2,4.7,2029.2,0,0,0,0,0,0,0,29,M,Y
2,4.7,3493.9086,0,0,0,0,0,0,0,29,M,Y
14,7.8,86892,21,0,1,1,3662245,0,5996200,29,M,N
21,9.6,71250,21,1245000,2,0,1320000,0,1319999,31,F,N
21,9.6,6270,2,3500,2,0,540700,0,540010,24,M,N
28,10.9,15285.6,13,5300,3,1,407310,1,401820,27,M,N
14,7.8,66840,25,8393000,3,0,10344000,0,9941475,46,M,Y
14,7.8,10026,2,8000,2,0,21400,0,21401,25,M,Y
28,10.9,3474,57,1509116.94,5,1,13284530,0,13199537,27,M,Y
2,4.7,3755.9744,57,1509116.94,5,1,13284530,0,13199537,27,M,N
21,9.6,13680,2,52000,2,0,1462376,1,1453033,30,M,N
14,7.8,31174.176,76,976900,6,0,1230682,1,1226146,31,M,N
28,10.9,5095.2,26,1003000,4,1,2081225,1,1879011,30,M,Y
28,10.9,11580,5,6000,3,0,1232537,1,1231549,43,M,Y
2,4.7,5778.1577,5,6000,3,0,1232537,1,1231549,43,M,Y
28,10.9,57900,14,72000,2,0,253177,0,356000,32,M,N
21,9.6,26220,6,0,1,0,933800,1,1087750,49,M,N
21,9.6,88920,45,2730500,6,0,13533780,1,5426467,37,M,N
14,7.8,167100,6,4200,2,0,501738,0,486476,39,M,Y
28,10.9,71796,6,328000,2,0,730800,1,1424190,36,M,Y
28,10.9,176016,7,0,1,0,1376029,0,1216340,31,M,Y
5,4.7,104296.608,17,775000,3,0,2077831,0,3400529,31,M,Y
5,4.7,83437.5,17,775000,3,0,2077831,0,3400529,31,M,N
27,10.9,30108,15,50600,3,0,204434,0,157884,22,F,N
14,7.8,69625,2,0,1,0,558352,1,927000,39,F,N
14,7.8,66840,15,291000,3,0,525700,0,326600,40,M,Y
21,9.6,88920,21,139500,3,1,472375,1,479175,32,M,Y
21,9.6,45600,10,15008.47,5,1,808360,1,381200,31,F,N
21,9.6,11400,16,79371,5,0,1186998,1,1080282,36,M,Y
14,7.8,22280,0,0,0,0,0,0,131,22,M,Y
21,9.6,39900,13,170500,5,0,2936200,1,2884800,33,F,Y
2,4.7,5681.6425,13,170500,5,0,2936200,1,2884800,33,F,Y
21,9.6,22800,9,15000,3,0,45600,0,151100,44,M,N
28,10.9,14011.8,1,0,1,0,211138,1,84978,26,M,Y
28,10.9,57900,26,60900,5,1,0,0,890250,35,M,N
14,7.8,27850,7,52000,3,0,71250,0,497721,23,F,Y
7,6.6,133712,39,358500,7,0,2101495,1,2190368,31,M,Y
28,10.9,12159,11,187000,4,0,7476,0,580515,22,M,Y
5,4.7,160200,75,830000,9,1,6921772,1,2180044,28,M,Y
2,4.7,1973.5999,24,1415000,5,0,4907276,1,5183245,35,M,Y
2,4.7,3822.404,13,66000,4,0,40039,0,242292,23,F,Y
21,9.6,11400,1,0,1,0,322364,1,308700,30,M,N
28,10.9,12738,6,297000,3,0,459854,1,458759,40,M,N
14,7.8,69625,2,0,1,0,121000,0,59600,55,F,N
7,6.6,10960,15,1200,2,1,670028,0,394648,28,F,Y
2,4.7,5551.1756,15,8355000,4,0,10273321,0,16027372,40,M,Y
21,9.6,17100,16,47000,3,0,209062,0,203400,27,M,N
28,10.9,46320,13,33000,4,0,157900,0,263650,23,M,N
21,9.6,136800,11,271000,2,0,522003,0,521491,45,M,N
21,9.6,68400,52,62000,4,0,483343,0,501146,25,M,Y
21,9.6,12540,13,24500,3,1,229852,0,266485,22,M,N
14,7.8,12254,23,8000,2,1,11400,0,11200,32,M,Y
21,9.6,22800,8,89000,3,0,1310462,1,1230750,29,M,N
14,7.8,66840,3,55000,2,0,57000,0,290778,41,M,Y
28,10.9,57900,4,600000,2,0,820000,0,1066028,32,M,N
14,7.8,35648,18,1272500,5,0,2244560,0,2190270,48,M,N
2,4.7,567.642,26,1933600,6,0,1915990,0,1996097,28,M,Y
2,4.7,5931.5118,26,1933600,6,0,1915990,0,1996097,28,M,Y
2,4.7,1792.7982,29,2070000,3,0,21065325,0,22289561,27,M,Y
2,4.7,4485.5893,29,2070000,3,0,21065325,0,22289561,27,M,N
2,4.7,4165.7447,29,2070000,3,0,21065325,0,22289561,27,M,Y
28,10.9,23160,2,49000,1,0,80000,0,79652,27,M,Y
2,4.7,3413.5843,4,7500,2,0,172280,0,292386,29,M,Y
14,7.8,55700,3,35000,2,0,100000,0,598000,43,M,Y
21,9.6,12540,5,15000,2,0,236140,1,286980,44,M,N
21,9.6,71250,9,6000,1,0,534200,0,534167,32,M,Y
21,9.6,88920,11,4000,2,0,643200,0,503248,36,F,Y
28,10.9,26634,3,10000,2,0,23160,0,21466,58,M,N
14,7.8,211660,28,0,1,0,1949170,0,2311856,25,M,Y
28,10.9,28950,17,1130000,6,0,16466127,1,16681871,29,F,N
14,7.8,4483.85,22,138600,4,0,2021456,1,1629051,41,M,Y
21,9.6,17100,22,138600,4,0,2021456,1,1629051,41,M,N
21,9.6,57000,22,138600,4,0,2021456,1,1629051,41,M,Y
2,4.7,7252.2433,14,59400,4,0,500000,0,426260,31,M,N
14,7.8,108788.784,7,85000,2,0,903289,0,361314,49,F,N
1,2.7,72800,8,100000,2,0,643215,0,595126,23,F,Y
5,4.7,13884,17,67500,3,0,1569292,0,1479953,26,M,N
21,9.6,110580,102,8956016.94,10,1,11139272,1,11909278,39,M,Y
7,6.6,10960,0,0,0,0,111580,0,138680,23,M,N
1,2.7,158080,62,5115500,4,0,24716502,0,25518110,43,M,N
5,4.7,162336,62,5115500,4,0,24716502,0,25518110,43,M,N
5,4.7,162336,62,5115500,4,0,24716502,0,25518110,43,M,N
5,4.7,162870,62,5115500,4,0,24716502,0,25518110,43,M,Y
21,9.6,89062.5,1,0,1,0,1973250,0,1667150,52,M,Y
2,4.7,1386.4562,2,1000,2,0,453000,0,452350,28,M,Y
21,9.6,12540,9,168000,3,0,188968,1,189750,27,M,Y
28,10.9,9264,9,10000,2,0,21372,0,21190,32,M,N
21,9.6,88920,3,30000,2,1,1435934,1,1523080,53,M,Y
21,9.6,13680,9,77325,3,0,110800,0,156675,23,M,Y
2,4.7,4455.3542,16,620500,5,0,447665,1,429589,34,F,Y
21,9.6,9120,2,46000,1,0,200000,1,197883,35,M,N
28,10.9,11580,4,36500,1,0,700000,0,1104950,33,M,Y
28,10.9,10190.4,2,9000,2,0,24738,0,24118,23,M,Y
7,6.6,10960,0,0,0,0,600000,0,523500,24,M,N
14,7.8,108058,8,58000,2,0,378517,0,378642,29,M,Y
14,7.8,13368,6,4000,2,0,142254,0,77498,26,M,N
21,9.6,11400,3,70000,2,0,0,0,277800,28,M,N
27,10.9,11580,0,0,0,0,2561372,0,2223600,59,M,Y
28,10.9,46320,4,30000,2,0,222800,0,749194,31,M,Y
28,10.9,57900,13,860500,4,1,1114741,1,898342,31,F,Y
21,9.6,57000,9,308000,6,0,438000,0,497068,33,M,N
5,4.7,85440,27,1818000,2,0,2576300,0,2015154,50,M,N
5,4.7,42720,27,1818000,2,0,2576300,0,2015154,50,M,Y
28,10.9,75270,7,2000,2,0,356612,0,571652,33,F,Y
7,6.6,85625,23,632500,5,0,8413324,1,15941502,30,M,Y
7,6.6,65760,22,1070000,3,0,3152340,1,3197271,49,M,N
21,9.6,70680,17,195200,7,0,553400,0,566649,38,M,N
7,6.6,25208,2,10000,2,0,1168818,1,1293060,41,M,Y
28,10.9,12738,15,31500,1,0,110580,1,118230,23,M,N
14,7.8,11140,0,0,0,0,540000,0,570413,21,F,Y
28,10.9,26634,6,53700,4,0,474800,1,531160,28,M,N
21,9.6,139080,28,377000,2,0,721384,0,667688,57,F,N
2,4.7,3028.3994,16,37500,3,1,300000,0,394500,32,M,Y
7,6.6,10960,0,0,0,0,584000,1,205500,36,F,N
21,9.6,22800,5,280000,2,0,572803,1,573573,37,M,Y
14,7.8,69068,23,869500,7,0,1580200,0,1361897,44,M,Y
21,9.6,12540,3,83000,2,0,301024,1,301025,54,M,N
14,7.8,100260,13,23600,4,0,218200,0,295200,48,M,Y
2,4.7,3372.0925,7,109385,3,0,524000,0,551770,26,M,Y
28,10.9,72375,4,2500,2,0,404219,0,399919,49,M,Y
21,9.6,22800,14,108000,3,0,359328,0,272264,29,F,Y
28,10.9,57900,33,46100,4,1,900000,0,2006250,32,M,N
21,9.6,5016,17,38900,2,0,71140,0,62417,22,M,N
21,9.6,11400,5,59000,3,0,305715,0,305600,45,M,Y
14,7.8,22280,3,289000,2,0,0,0,941658,47,M,N
21,9.6,26220,23,315000,5,1,910738,1,541825,36,M,Y
21,9.6,26220,1,0,1,0,22800,0,3200,57,F,N
